Unless stated otherwise the Canmore dataset contains Ordnance Survey derived data which is delivered through Canmore website under the terms of the OPEN GOVERNMENT End User Licence.
http://www.ordnancesurvey.co.uk/docs/licences/os-opendata-licence.pdf
"Canmore-download-Mon, 04 Nov 2019 10:12:48 +0000.csv"


CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR,URL
"17334","NJ44SW 6","Glenshee","Cairn (Period Unassigned)","344290","842230","ABERDEENSHIRE","ABERDEENSHIRE","GLASS","NJ 4429 4223","http://canmore.org.uk/site/17334",
"17623","NJ52NE 18","Braehead","Cist(S) (Period Unassigned), Beaker(S)","359200","825400","ABERDEENSHIRE","ABERDEENSHIRE","LESLIE (GORDON)","NJ 592 254","http://canmore.org.uk/site/17623",
"17625","NJ52NE 2","Holywell","Holy Well (Period Unassigned)","355050","827640","ABERDEENSHIRE","ABERDEENSHIRE","KENNETHMONT","NJ 5505 2764","http://canmore.org.uk/site/17625",
"17645","NJ52NE 8","Fairy Hillock, Tofthills","Cairn (Period Unassigned)","355220","826620","ABERDEENSHIRE","ABERDEENSHIRE","CLATT","NJ 5522 2662","http://canmore.org.uk/site/17645",
"17703","NJ52SW 1","White Hill","Enclosure (Period Unassigned), Quarry(S) (Period Unassigned)","352830","824417","ABERDEENSHIRE","ABERDEENSHIRE","CLATT","NJ 52830 24417","http://canmore.org.uk/site/17703",
"17904","NJ55SE 16","Court Stane, Ramsburn","Moot Hill (Period Unassigned)(Possible)","356380","852390","MORAY","BANFFSHIRE","ROTHIEMAY","NJ 5638 5239","http://canmore.org.uk/site/17904",
"17975","NJ56SE 6","Durn Hill","Cist(S) (Bronze Age), Cinerary Urn(S) (Bronze Age)","357100","863800","ABERDEENSHIRE","BANFFSHIRE","FORDYCE","NJ 571 638","http://canmore.org.uk/site/17975",
"17985","NJ56SW 17","Ley","Human Remains (Period Unassigned), Cinerary Urn(S)","353750","863820","ABERDEENSHIRE","BANFFSHIRE","FORDYCE","NJ 5375 6382","http://canmore.org.uk/site/17985",
"18023","NJ60SW 4","Sundayswells","Ring Cairn (Neol/bronze Age)","361650","803650","ABERDEENSHIRE","ABERDEENSHIRE","KINCARDINE O'NEIL","NJ 6165 0365","http://canmore.org.uk/site/18023",
"18227","NJ63NE 4","'longman's Grave', Kirk Hill","Mound (Period Unassigned)","365240","839110","ABERDEENSHIRE","ABERDEENSHIRE","AUCHTERLESS","NJ 6524 3911","http://canmore.org.uk/site/18227",
"18416","NJ65SE 4","Burnside Of Whitefield","Cist (Period Unassigned), Beaker","366000","853500","ABERDEENSHIRE","BANFFSHIRE","FORGLEN","NJ 660 535","http://canmore.org.uk/site/18416",
"18549","NJ70SE 3","East Finnercy","Cairn (Period Unassigned), Settlement (Period Unassigned), Leaf Arrowhead (Flint), Unidentified Pottery","376470","804290","ABERDEENSHIRE","ABERDEENSHIRE","ECHT","NJ 7647 0429","http://canmore.org.uk/site/18549",
"18570","NJ71NE 15","Camiestone","Cairn (Period Unassigned)","376800","817900","ABERDEENSHIRE","ABERDEENSHIRE","KINTORE","NJ 768 179","http://canmore.org.uk/site/18570",
"18599","NJ71NE 4","Braeside, 'camies' Grave'","Cist (Period Unassigned)","376300","818090","ABERDEENSHIRE","ABERDEENSHIRE","KINTORE","NJ 7630 1809","http://canmore.org.uk/site/18599",
"19260","NJ75SW 15","Carlinkist Cairn","Cairn (Period Unassigned), Cinerary Urn(S)","370460","854850","ABERDEENSHIRE","BANFFSHIRE","ALVAH","NJ 7046 5485","http://canmore.org.uk/site/19260",
"19446","NJ81NE 12","Mimrikin's Clump","Enclosure(S) (Period Unassigned)","386278","815843","ABERDEENSHIRE","ABERDEENSHIRE","FINTRAY","NJ 86278 15843","http://canmore.org.uk/site/19446",
"19459","NJ81NE 3","Chapel Of Elrick","Cairn (Period Unassigned)","387360","818350","ABERDEENSHIRE","ABERDEENSHIRE","NEW MACHAR","NJ 8736 1835","http://canmore.org.uk/site/19459",
"19460","NJ81NE 4","Chapel Of Elrick","Chapel (Period Unassigned)(Possible), Mound (Period Unassigned)","387580","818350","ABERDEENSHIRE","ABERDEENSHIRE","NEW MACHAR","NJ 8758 1835","http://canmore.org.uk/site/19460",
"19887","NJ84SE 17","Auchmaliddie","Barrow (Prehistoric)","388140","844830","ABERDEENSHIRE","ABERDEENSHIRE","NEW DEER","NJ 8814 4483","http://canmore.org.uk/site/19887",
"20162","NJ90NW 40","Brig O' Balgownie","Cist (Period Unassigned)","394100","809600","ABERDEEN, CITY OF","ABERDEENSHIRE","ABERDEEN","NJ 941 096","http://canmore.org.uk/site/20162",
"20409","NJ92SW 6","Roadside Of Craigie, 'cromlech'","Natural Feature (Period Unknown)","391490","820100","ABERDEENSHIRE","ABERDEENSHIRE","BELHELVIE","NJ 9149 2010","http://canmore.org.uk/site/20409",
"20437","NJ93NW 1","Fedderat Cairn","Cairn (Period Unassigned)","390177","835016","ABERDEENSHIRE","ABERDEENSHIRE","TARVES","NJ 90177 35016","http://canmore.org.uk/site/20437",
"20543","NJ94NE 14","'white Cow Of Crichie'","Boundary Marker (Period Unassigned)","397440","845040","ABERDEENSHIRE","ABERDEENSHIRE","OLD DEER","NJ 9744 4504","http://canmore.org.uk/site/20543",
"20616","NJ94NW 24","Old Maud","Cinerary Urn(S)","391500","846600","ABERDEENSHIRE","ABERDEENSHIRE","OLD DEER","NJ 915 466","http://canmore.org.uk/site/20616",
"21033","NK04SE 12","Northfield","Natural Feature (Period Unknown)","407320","841530","ABERDEENSHIRE","ABERDEENSHIRE","CRUDEN","NK 0732 4153","http://canmore.org.uk/site/21033",
"21514","NM04NW 20","Tiree, Loch A' Bhleoghainn","Enclosure (Period Unassigned)","102270","745510","ARGYLL AND BUTE","ARGYLL","TIREE","NM 0227 4551","http://canmore.org.uk/site/21514",
"21515","NM04NW 21","Tiree, Loch A' Bhleoghainn","Enclosure (Period Unassigned)","102400","745650","ARGYLL AND BUTE","ARGYLL","TIREE","NM 0240 4565","http://canmore.org.uk/site/21515",
"22388","NM62NW 4","Lochbuie, Mull","Kerb Cairn (Prehistoric)","161550","725250","ARGYLL AND BUTE","ARGYLL","TOROSAY","NM 6155 2525","http://canmore.org.uk/site/22388",
"22649","NM72NW 5","Port Donain, Mull","Chambered Cairn (Neolithic), Cist (Period Unassigned)","173750","729250","ARGYLL AND BUTE","ARGYLL","TOROSAY","NM 7375 2925","http://canmore.org.uk/site/22649",
"23205","NM92NW 7","Strontoiller","Cairn (Prehistoric)","190778","728950","ARGYLL AND BUTE","ARGYLL","KILMORE AND KILBRIDE","NM 90778 28950","http://canmore.org.uk/site/23205",
"23979","NN44SE 2","Caisteal An Deirg","Settlement (Prehistoric)","247560","741640","PERTH AND KINROSS","PERTHSHIRE","FORTINGALL","NN 4756 4164","http://canmore.org.uk/site/23979",
"24129","NN52SE 5","Druidsfield, Craggan","Building(S) (Period Unassigned), Enclosure(S) (Period Unassigned)","258800","723000","STIRLING","PERTHSHIRE","BALQUHIDDER","NN 588 230","http://canmore.org.uk/site/24129",
"25491","NN82SE 66","Dargill","Enclosure(S) (Period Unassigned), Linear Feature(S) (Period Unassigned), Pit(S) (Period Unassigned), Pit Alignment(S) (Prehistoric)","285900","720200","PERTH AND KINROSS","PERTHSHIRE","MUTHILL","NN 8590 2020","http://canmore.org.uk/site/25491",
"25561","NN83SE 8","Sma' Glen","Grave (Period Unassigned), Mound (Period Unassigned)","289530","730600","PERTH AND KINROSS","PERTHSHIRE","FOWLIS WESTER","NN 8953 3060","http://canmore.org.uk/site/25561",
"26074","NN91SE 5","The Ship","Human Remains (Period Unassigned), Armour","298800","713100","PERTH AND KINROSS","PERTHSHIRE","DUNNING","NN 988 131","http://canmore.org.uk/site/26074",
"26181","NN92SW 2","New Fowlis","Cairn (Period Unassigned)","292710","723290","PERTH AND KINROSS","PERTHSHIRE","FOWLIS WESTER","NN 9271 2329","http://canmore.org.uk/site/26181",
"26196","NN92SW 8","Fairy Knowe","Cinerary Urn(S)","291060","723470","PERTH AND KINROSS","PERTHSHIRE","FOWLIS WESTER","NN 9106 2347","http://canmore.org.uk/site/26196",
"26199","NN93NE 2","Cairn Na Liath","Cairn (Period Unassigned), Enclosure (Period Unassigned)","299520","736740","PERTH AND KINROSS","PERTHSHIRE","AUCHTERGAVEN","NN 9952 3674","http://canmore.org.uk/site/26199",
"27209","NO05NE 1","Balnald Burn","Hut Circle(S) (Prehistoric)","306400","759500","PERTH AND KINROSS","PERTHSHIRE","KIRKMICHAEL (PERTH AND KINROSS)","NO 064 595","http://canmore.org.uk/site/27209",
"28020","NO11NW 19","Law Of Dumbuils","Fort (Period Unassigned)","310150","716950","PERTH AND KINROSS","PERTHSHIRE","FORGANDENNY","NO 1015 1695","http://canmore.org.uk/site/28020",
"28585","NO13NW 3","Ballathie","Barrow (Prehistoric)","313570","736940","PERTH AND KINROSS","PERTHSHIRE","KINCLAVEN","NO 1357 3694","http://canmore.org.uk/site/28585",
"28633","NO13SW 1","Cairn Beddie","Earthwork (Period Unassigned)","314980","730820","PERTH AND KINROSS","PERTHSHIRE","ST MARTINS","NO 1498 3082","http://canmore.org.uk/site/28633",
"28794","NO14NW 13","Ranageig","Cairn (Period Unassigned)","311330","749130","PERTH AND KINROSS","PERTHSHIRE","BLAIRGOWRIE","NO 1133 4913","http://canmore.org.uk/site/28794",
"28845","NO14NW 6","Gormack Muir","Cairn (Period Unassigned), Field System (Period Unassigned), Hut Circle(S) (Prehistoric)","312400","747400","PERTH AND KINROSS","PERTHSHIRE","KINLOCH","NO 124 474","http://canmore.org.uk/site/28845",
"29003","NO14SW 9","Clunie, Chapel Hill","Gravestone (Period Unassigned)","310920","744140","PERTH AND KINROSS","PERTHSHIRE","CLUNIE","NO 1092 4414","http://canmore.org.uk/site/29003",
"29055","NO15NW 15","Balnabroich","Ring Cairn (Neol/bronze Age)","310130","757070","PERTH AND KINROSS","PERTHSHIRE","KIRKMICHAEL (PERTH AND KINROSS)","NO 1013 5707","http://canmore.org.uk/site/29055",
"29088","NO15NW 44","Balnabroich","Cairn (Period Unassigned)","310080","756950","PERTH AND KINROSS","PERTHSHIRE","KIRKMICHAEL (PERTH AND KINROSS)","NO 1008 5695","http://canmore.org.uk/site/29088",
"29089","NO15NW 45","Balnabroich","Cairn (Period Unassigned)","310490","757070","PERTH AND KINROSS","PERTHSHIRE","KIRKMICHAEL (PERTH AND KINROSS)","NO 1049 5707","http://canmore.org.uk/site/29089",
"29109","NO15NW 63","Balnabroich","Cairn (Period Unassigned)","310210","757120","PERTH AND KINROSS","PERTHSHIRE","KIRKMICHAEL (PERTH AND KINROSS)","NO 1021 5712","http://canmore.org.uk/site/29109",
"29121","NO15SE 1","Happy Hillock","Cairn (Period Unassigned)","319980","752220","PERTH AND KINROSS","PERTHSHIRE","ALYTH","NO 1998 5222","http://canmore.org.uk/site/29121",
"29122","NO15SE 10","Braes Of Cloquhat","Cairnfield (Period Unassigned), Hut Circle (Prehistoric)","316600","752440","PERTH AND KINROSS","PERTHSHIRE","BLAIRGOWRIE","NO 1660 5244","http://canmore.org.uk/site/29122",
"29154","NO15SE 4","Black Briggs","Hut Circle(S) (Prehistoric)","318540","751680","PERTH AND KINROSS","PERTHSHIRE","BENDOCHY","NO 1854 5168","http://canmore.org.uk/site/29154",
"29187","NO15SE 7","Mains Moss","Hut Circle (Prehistoric)(Possible)","318730","750610","PERTH AND KINROSS","PERTHSHIRE","BENDOCHY","NO 1873 5061","http://canmore.org.uk/site/29187",
"29245","NO15SW 8","Ardlebank","Field System (Period Unassigned), Hut Circle(S) (Prehistoric)","311800","754900","PERTH AND KINROSS","PERTHSHIRE","KIRKMICHAEL (PERTH AND KINROSS)","NO 118 549","http://canmore.org.uk/site/29245",
"31015","NO25NE 7","Lintrathen","Cairn(S) (Period Unassigned)(Possible)","","","ANGUS","ANGUS","LINTRATHEN","NO  ","http://canmore.org.uk/site/31015",
"34767","NO55NE 24","East Drums","Cist (Period Unassigned)","359800","757900","ANGUS","ANGUS","BRECHIN","NO 598 579","http://canmore.org.uk/site/34767",
"35190","NO57SE 4","Dalbog","Cairn (Period Unassigned), Cist (Period Unassigned)","358710","771890","ANGUS","ANGUS","EDZELL","NO 5871 7189","http://canmore.org.uk/site/35190",
"36631","NO79NE 17","Clune Wood","Cairn (Period Unassigned)","379340","795030","ABERDEENSHIRE","KINCARDINESHIRE","DURRIS","NO 7934 9503","http://canmore.org.uk/site/36631",
"36691","NO79NW 6","Banchory, Station Road","Cist (Period Unassigned)","370500","795700","ABERDEENSHIRE","KINCARDINESHIRE","BANCHORY-TERNAN","NO 705 957","http://canmore.org.uk/site/36691",
"36697","NO79SE 3","Clune Wood","Ring Cairn (Neol/bronze Age)","379480","794950","ABERDEENSHIRE","KINCARDINESHIRE","DURRIS","NO 7948 9495","http://canmore.org.uk/site/36697",
"36701","NO79SE 7","Clune Wood","Cairnfield (Period Unassigned)","379300","794900","ABERDEENSHIRE","KINCARDINESHIRE","DURRIS","NO 793 949","http://canmore.org.uk/site/36701",
"36728","NO79SW 32","Garrol","Cairnfield (Period Unassigned)","372000","790000","ABERDEENSHIRE","KINCARDINESHIRE","DURRIS","NO 72 90","http://canmore.org.uk/site/36728",
"36817","NO87NW 4","Montgoldrum","Cairn (Period Unassigned)","381690","777220","ABERDEENSHIRE","KINCARDINESHIRE","ARBUTHNOTT","NO 8169 7722","http://canmore.org.uk/site/36817",
"37183","NO89SW 7","Campstone Hill, Raedykes","Ring Cairn (Neol/bronze Age)(Possible)","383255","790610","ABERDEENSHIRE","KINCARDINESHIRE","FETTERESSO","NO 83255 90610","http://canmore.org.uk/site/37183",
"37184","NO89SW 8","Campstone Hill, Raedykes","Ring Cairn (Neol/bronze Age)(Possible)","383271","790608","ABERDEENSHIRE","KINCARDINESHIRE","FETTERESSO","NO 83271 90608","http://canmore.org.uk/site/37184",
"37185","NO89SW 9","Campstone Hill, Raedykes","Ring Cairn (Neol/bronze Age)","383301","790600","ABERDEENSHIRE","KINCARDINESHIRE","FETTERESSO","NO 83301 90600","http://canmore.org.uk/site/37185",
"39458","NR89NW 18","Ballymeanoch","Cist (Period Unassigned), Henge (Neol/bronze Age), Beaker","183317","696277","ARGYLL AND BUTE","ARGYLL","KILMICHAEL GLASSARY","NR 83317 96277","http://canmore.org.uk/site/39458",
"39460","NR89NW 2","Nether Largie South","Chambered Cairn (Neolithic)","182860","697920","ARGYLL AND BUTE","ARGYLL","KILMARTIN","NR 82860 97920","http://canmore.org.uk/site/39460",
"39482","NR89NW 4","Nether Largie North","Cairn (Period Unassigned)","183090","698470","ARGYLL AND BUTE","ARGYLL","KILMARTIN","NR 83090 98470","http://canmore.org.uk/site/39482",
"39483","NR89NW 40","Ballymeanoch","Kerb Cairn (Prehistoric)","183395","696429","ARGYLL AND BUTE","ARGYLL","KILMICHAEL GLASSARY","NR 83395 96429","http://canmore.org.uk/site/39483",
"39537","NR89NW 9","Kilmartin Glebe","Cairn (Prehistoric)","183300","698930","ARGYLL AND BUTE","ARGYLL","KILMARTIN","NR 83300 98930","http://canmore.org.uk/site/39537",
"39552","NR89SE 2","Achnabreck","Cup And Ring Marked Rock(S) (Prehistoric)","185570","690690","ARGYLL AND BUTE","ARGYLL","KILMICHAEL GLASSARY","NR 85570 90690","http://canmore.org.uk/site/39552",
"43488","NS50NW 1","Beoch","Cairn (Period Unassigned)","252220","608440","EAST AYRSHIRE","AYRSHIRE","NEW CUMNOCK","NS 5222 0844","http://canmore.org.uk/site/43488",
"48223","NS99NE 14","Castleton","Fort (Period Unassigned)(Possible)","298800","699600","CLACKMANNAN","PERTHSHIRE","MUCKHART (CLACKMANNAN)","NS 988 996","http://canmore.org.uk/site/48223",
"48294","NS99NW 5","Castle Craig","Fort (Period Unassigned), Quarry (Period Unassigned)","291160","697690","CLACKMANNAN","CLACKMANNANSHIRE","TILLICOULTRY (CLACKMANNANSHIRE)","NS 9116 9769","http://canmore.org.uk/site/48294",
"48568","NT02SE 5","Nether Dod","Cairn (Period Unassigned)","308030","622790","SCOTTISH BORDERS, THE","PEEBLES-SHIRE","TWEEDSMUIR","NT 0803 2279","http://canmore.org.uk/site/48568",
"49528","NT08SW 16","Cowdenhill","Cist (Period Unassigned)","301300","681400","FALKIRK","WEST LOTHIAN","BO'NESS AND CARRIDEN","NT 013 814","http://canmore.org.uk/site/49528",
"51807","NT26SE 18","Gorton House","Rock Carving(S) (Period Unassigned)","328020","663240","MIDLOTHIAN","MIDLOTHIAN","LASSWADE","NT 2802 6324","http://canmore.org.uk/site/51807",
"56374","NT57SE 10","Traprain Law","Fort (Prehistoric)","358000","674700","EAST LOTHIAN","EAST LOTHIAN","PRESTONKIRK","NT 5800 7470","http://canmore.org.uk/site/56374",
"61689","NX16SW 10","Glenterrow","Cairn (Period Unassigned)","214500","562560","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","INCH","NX 1450 6256","http://canmore.org.uk/site/61689",
"61690","NX16SW 11","Glenterrow","Cairn (Period Unassigned)","214280","561990","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","INCH","NX 1428 6199","http://canmore.org.uk/site/61690",
"61718","NX16SW 37","Glenterrow","Cairn (Period Unassigned)","214530","562350","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","INCH","NX 1453 6235","http://canmore.org.uk/site/61718",
"61803","NX17SE 2","Miltonise","Cairn(S) (Period Unassigned)","219250","574050","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","NEW LUCE","NX 1925 7405","http://canmore.org.uk/site/61803",
"63210","NX44NW 26","Clies Of Culnoag","Village (Period Unassigned)","242000","546700","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","SORBIE","NX 420 467","http://canmore.org.uk/site/63210",
"63658","NX55NE 35","Doon Of Castramont","Fort (Period Unassigned)(Possible)","259200","559800","DUMFRIES AND GALLOWAY","KIRKCUDBRIGHTSHIRE","GIRTHON","NX 592 598","http://canmore.org.uk/site/63658",
"63692","NX55NW 9","Cauldside Burn","Cairn (Period Unassigned)","252900","557250","DUMFRIES AND GALLOWAY","KIRKCUDBRIGHTSHIRE","ANWOTH","NX 5290 5725","http://canmore.org.uk/site/63692",
"63891","NX64NE 13","Balmae","Dyke (Period Unassigned)","268150","545030","DUMFRIES AND GALLOWAY","KIRKCUDBRIGHTSHIRE","KIRKCUDBRIGHT","NX 6815 4503","http://canmore.org.uk/site/63891",
"64497","NX75NW 2","Balannan","Cairn (Period Unassigned)","270290","559050","DUMFRIES AND GALLOWAY","KIRKCUDBRIGHTSHIRE","TONGLAND","NX 7029 5905","http://canmore.org.uk/site/64497",
"64925","NX86NE 15","Glaisters","Enclosure(S) (Period Unassigned)","288400","566200","DUMFRIES AND GALLOWAY","KIRKCUDBRIGHTSHIRE","KIRKGUNZEON","NX 884 662","http://canmore.org.uk/site/64925",
"64981","NX86SE 9","Torkirra","Natural Feature (Period Unknown)","286460","564720","DUMFRIES AND GALLOWAY","KIRKCUDBRIGHTSHIRE","KIRKGUNZEON","NX 8646 6472","http://canmore.org.uk/site/64981",
"67247","NY29NE 25","Eskdalemuir, 'stone Circles'","Natural Feature(S) (Period Unknown)","325720","596600","DUMFRIES AND GALLOWAY","DUMFRIES-SHIRE","ESKDALEMUIR","NY 2572 9660","http://canmore.org.uk/site/67247",
"71057","NB12NE 1","Lewis, Tom Ni Bharabhais","Shieling Hut(S) (Post Medieval)","115800","925100","WESTERN ISLES","ROSS AND CROMARTY","UIG","NB 158 251","http://canmore.org.uk/site/71057",
"72083","NB12SE 1","Lewis, Airigh A' Sguir","Shieling Hut(S) (Post Medieval)","116380","923340","WESTERN ISLES","ROSS AND CROMARTY","UIG","NB 1638 2334","http://canmore.org.uk/site/72083",
"112625","NJ52NE 51","Candle Hill, Quarry","Quarry (Period Unassigned), Rig And Furrow (Medieval)","359880","829970","ABERDEENSHIRE","ABERDEENSHIRE","INSCH","NJ 5988 2997","http://canmore.org.uk/site/112625",
"133750","NB12SE 18","Lewis, Gearraidh Coire Geurad","Shieling Hut(S) (Post Medieval)","116570","921970","WESTERN ISLES","ROSS AND CROMARTY","UIG","NB 1657 2197","http://canmore.org.uk/site/133750",
"270625","NB14SW 18","Lewis, Eilean Fir Chrothair","Chapel (Period Unassigned)(Possible), Shieling (Post Medieval)(Possible)","113970","941910","WESTERN ISLES","ROSS AND CROMARTY","UIG","NB 1397 4191","http://canmore.org.uk/site/270625",
"343073","NT55NW 42","Tollis Hill (1)","Cord Rig (Iron Age)","351700","658100","SCOTTISH BORDERS, THE","BERWICKSHIRE","LAUDER","NT 51700 58100","http://canmore.org.uk/site/343073",
"4151","NB23NW 3","Lewis, Beinn Bheag","Cairn(S) (Period Unassigned), Shieling Hut(S) (Post Medieval), Standing Stone (Prehistoric), Stone(S) (Period Unassigned), Axehead (Stone)","122230","935690","WESTERN ISLES","ROSS AND CROMARTY","UIG","NB 2223 3569","http://canmore.org.uk/site/4151",
"15339","NH89NW 20","Littleferry Links","Midden(S) (Period Unassigned), Pictish Symbol Stone(S) (Pictish), Lithic Implement(S) (Flint)","281400","896600","HIGHLAND","SUTHERLAND","GOLSPIE","NH 814 966","http://canmore.org.uk/site/15339",
"16397","NJ25NE 1","Errol","Stone Circle (Neol/bronze Age)","326900","859840","MORAY","MORAYSHIRE","ST ANDREWS-LHANBRYD","NJ 2690 5984","http://canmore.org.uk/site/16397",
"16405","NJ25NE 5","Oldshields","Burnt Mound (Prehistoric), Settlement (Period Unassigned)(Possible), Unidentified Flint(S) (Flint)","328300","857700","MORAY","MORAYSHIRE","ELGIN","NJ 283 577","http://canmore.org.uk/site/16405",
"16453","NJ26NE 4","Brandston","Cist(S) (Period Unassigned), Necklace (Jet)","328670","865820","MORAY","MORAYSHIRE","URQUHART","NJ 2867 6582","http://canmore.org.uk/site/16453",
"16457","NJ26NE 8","Wallfield","Lithic Working Site (Neolithic), Settlement (Neolithic)","329000","865000","MORAY","MORAYSHIRE","URQUHART","NJ 29 65","http://canmore.org.uk/site/16457",
"16458","NJ26NE 9","Wallfield","Torc (Gold)(Iron Age), Torc(S) (Gold)(Bronze Age)","329550","865190","MORAY","MORAYSHIRE","URQUHART","NJ 2955 6519","http://canmore.org.uk/site/16458",
"16528","NJ26SE 15","Nether Meft","Cairn (Period Unassigned)(Possible)","327170","863770","MORAY","MORAYSHIRE","URQUHART","NJ 2717 6377","http://canmore.org.uk/site/16528",
"16529","NJ26SE 16","Longhill","Settlement (Neolithic), Polished Axehead (Stone)(Neolithic), Unidentified Flint(S) (Flint)(Neolithic), Unidentified Pottery (Neolithic)","327400","862700","MORAY","MORAYSHIRE","URQUHART","NJ 274 627","http://canmore.org.uk/site/16529",
"16530","NJ26SE 17","Crooked Wood","Site (Period Unassigned)","327550","862420","MORAY","MORAYSHIRE","URQUHART","NJ 2755 6242","http://canmore.org.uk/site/16530",
"16531","NJ26SE 18","Crooked Wood","Cist (Period Unassigned), Spearhead (Flint)","327400","861900","MORAY","MORAYSHIRE","URQUHART","NJ 274 619","http://canmore.org.uk/site/16531",
"16543","NJ26SE 29","Sleepieshill Wood","Enclosure (Period Unassigned)","329450","861340","MORAY","MORAYSHIRE","URQUHART","NJ 2945 6134","http://canmore.org.uk/site/16543",
"16544","NJ26SE 3","Nether Meft","Shell Midden (Period Unassigned), Unidentified Flint(S) (Flint), Unidentified Pottery","326870","863930","MORAY","MORAYSHIRE","URQUHART","NJ 2687 6393","http://canmore.org.uk/site/16544",
"16555","NJ26SE 4","Longhill","Barrow (Prehistoric)(Possible), Cist(S) (Period Unassigned), Cinerary Urn(S), Cinerary Urn, Food Vessel","327420","862720","MORAY","MORAYSHIRE","URQUHART","NJ 2742 6272","http://canmore.org.uk/site/16555",
"16566","NJ26SE 5","Castle Hill","Earthwork (Period Unassigned), Motte (Medieval)(Possible)","327360","863400","MORAY","MORAYSHIRE","URQUHART","NJ 2736 6340","http://canmore.org.uk/site/16566",
"16907","NJ35NW 5","Orbliston","Arrowhead(S) (Flint), Spearhead(S) (Flint)","330100","858500","MORAY","MORAYSHIRE","SPEYMOUTH","NJ 301 585","http://canmore.org.uk/site/16907",
"16908","NJ35NW 6","'brown Muir'","Unidentified Flint(S) (Flint)","330000","858000","MORAY","MORAYSHIRE","SPEYMOUTH","NJ 30 58","http://canmore.org.uk/site/16908",
"16926","NJ36NW 1","Binn Hill","Cairn (Period Unassigned)","330160","865320","MORAY","MORAYSHIRE","URQUHART","NJ 3016 6532","http://canmore.org.uk/site/16926",
"16965","NJ36SW 4","Kennieshillock","Lithic Working Site (Prehistoric), Polished Axehead(S) (Stone)","330200","860700","MORAY","MORAYSHIRE","URQUHART","NJ 302 607","http://canmore.org.uk/site/16965",
"16966","NJ36SW 5","Kennieshillock","Mace (Stone)","330400","860700","MORAY","MORAYSHIRE","URQUHART","NJ 304 607","http://canmore.org.uk/site/16966",
"16967","NJ36SW 6","Kennieshillock","Cairn (Period Unassigned), Polished Axehead (Stone)","330500","860900","MORAY","MORAYSHIRE","URQUHART","NJ 305 609","http://canmore.org.uk/site/16967",
"16968","NJ36SW 7","Kennieshillock","Pit(S) (Period Unassigned)","330500","860900","MORAY","MORAYSHIRE","URQUHART","NJ 305 609","http://canmore.org.uk/site/16968",
"16970","NJ36SW 9","Kennieshillock","Cairn (Period Unassigned), Cropmark(S) (Period Unknown), Food Vessel(S), Unidentified Flint (Flint)","330040","860530","MORAY","MORAYSHIRE","URQUHART","NJ 3004 6053","http://canmore.org.uk/site/16970",
"26990","NO03NW 13","Meikle Obney","Disc (Stone)","303400","738000","PERTH AND KINROSS","PERTHSHIRE","AUCHTERGAVEN","NO 034 380","http://canmore.org.uk/site/26990",
"28484","NO13NE 19","Newbigging, 'brisbane Stone'","Cup Marked Stone (Prehistoric)","315000","735000","PERTH AND KINROSS","PERTHSHIRE","CARGILL","NO 15 35","http://canmore.org.uk/site/28484",
"28487","NO13NE 21","Moonshade","Pictish Symbol Stone (Pictish)(Possible), Standing Stone(S) (Prehistoric)","316150","735760","PERTH AND KINROSS","PERTHSHIRE","CARGILL","NO 1615 3576","http://canmore.org.uk/site/28487",
"31816","NO32SW 23","Brunton","Stone Circle(S) (Neol/bronze Age)","331000","720000","FIFE","FIFE","CREICH (NORTH EAST FIFE)","NO 31 20","http://canmore.org.uk/site/31816",
"31819","NO32SW 26","Creich Manse","Carved Stone(S) (Period Unassigned), Garden Feature (19th Century), Ring Cairn (Bronze Age), Stone Circle(S) (Neol/bronze Age)","331920","721029","FIFE","FIFE","CREICH (NORTH EAST FIFE)","NO 31920 21029","http://canmore.org.uk/site/31819",
"57622","NT67NE 21","Easter Broomhouse","Cup Marked Stone (Prehistoric), Standing Stone (Prehistoric)","368008","676615","EAST LOTHIAN","EAST LOTHIAN","SPOTT (EAST LOTHIAN)","NT 68008 76615","http://canmore.org.uk/site/57622",
"75205","NJ36SW 30","Kennieshillock, 'kenneth's Mount'","Grave (Period Unassigned)","330250","860750","MORAY","MORAYSHIRE","URQUHART","NJ 3025 6075","http://canmore.org.uk/site/75205",
"4144","NB22NW 2","Lewis, Airigh Nam Bidearan","Stone(S) (Period Unassigned)","123300","929700","WESTERN ISLES","ROSS AND CROMARTY","UIG","NB 233 297","http://canmore.org.uk/site/4144",
"4171","NB23SW 5","Lewis, Stonefield","Standing Stone (Prehistoric)","121550","934960","WESTERN ISLES","ROSS AND CROMARTY","UIG","NB 2155 3496","http://canmore.org.uk/site/4171",
"5023","NC50NE 51","Lairg","Stone Circle (Neol/bronze Age)","258000","906000","HIGHLAND","SUTHERLAND","LAIRG","NC 58 06","http://canmore.org.uk/site/5023",
